Exchange Date,Close,Net,%Chg,Open,Low,High,Volume,Turnover - USD,Flow
29-Jun-2020,"1,397.17",+34.63,+2.54%,"1,360.34","1,351.65","1,398.00","2,253,678","3,111,844,428.25","74,568,204,292.48"
26-Jun-2020,"1,362.54",-78.56,-5.45%,"1,432.63","1,355.00","1,437.02","4,882,014","6,750,511,097.69","71,456,359,864.23"
25-Jun-2020,"1,441.10",+8.40,+0.59%,"1,431.22","1,419.54","1,442.32","1,197,907","1,717,184,033.36","78,206,870,961.92"
24-Jun-2020,"1,432.70",-31.28,-2.14%,"1,463.28","1,430.00","1,475.79","1,579,579","2,281,001,733.76","76,489,686,928.56"
23-Jun-2020,"1,463.98",+13.32,+0.92%,"1,452.00","1,445.00","1,475.20","1,887,583","2,761,035,929.77","78,770,688,662.32"
22-Jun-2020,"1,450.66",+26.02,+1.83%,"1,425.01","1,419.19","1,450.95","1,472,072","2,122,331,127.41","76,009,652,732.54"
19-Jun-2020,"1,424.64",-9.48,-0.66%,"1,440.00","1,419.00","1,444.50","2,639,167","3,775,200,009.96","73,887,321,605.13"
18-Jun-2020,"1,434.12",-18.42,-1.27%,"1,449.85","1,426.24","1,452.97","1,743,071","2,503,420,775.12","77,662,521,615.09"
17-Jun-2020,"1,452.54",+6.07,+0.42%,"1,452.94","1,435.13","1,462.20","1,530,500","2,220,818,759.21","80,165,942,390.21"
16-Jun-2020,"1,446.47",+25.73,+1.81%,"1,449.00","1,428.99","1,457.17","1,534,826","2,218,753,907.83","77,945,123,631.00"
15-Jun-2020,"1,420.74",+7.82,+0.55%,"1,389.49","1,387.20","1,425.00","1,527,652","2,153,786,366.72","75,726,369,723.17"
12-Jun-2020,"1,412.92",+11.02,+0.79%,"1,425.86","1,385.80","1,434.51","1,833,756","2,587,950,898.03","73,572,583,356.45"
11-Jun-2020,"1,401.90",-62.80,-4.29%,"1,441.03","1,398.41","1,451.60","2,357,243","3,351,362,026.99","70,984,632,458.42"
10-Jun-2020,"1,464.70",+12.62,+0.87%,"1,461.51","1,454.36","1,472.77","1,588,116","2,324,557,335.95","74,335,994,485.41"
09-Jun-2020,"1,452.08",+4.04,+0.28%,"1,445.24","1,442.36","1,467.80","1,681,155","2,447,623,899.86","72,011,437,149.46"
08-Jun-2020,"1,448.04",+8.02,+0.56%,"1,426.28","1,424.48","1,449.00","1,693,881","2,440,490,780.37","69,563,813,249.60"
05-Jun-2020,"1,440.02",+25.72,+1.82%,"1,415.64","1,407.62","1,446.30","2,132,350","3,060,634,930.37","67,123,322,469.23"
04-Jun-2020,"1,414.30",-24.95,-1.73%,"1,436.78","1,406.01","1,441.32","1,349,105","1,917,323,627.21","64,062,687,538.87"
03-Jun-2020,"1,439.25",-3.06,-0.21%,"1,442.70","1,431.62","1,449.01","1,386,640","1,995,002,355.28","65,980,011,166.07"
02-Jun-2020,"1,442.31",+7.44,+0.52%,"1,435.00","1,421.61","1,443.00","1,172,069","1,680,956,228.75","67,975,013,521.36"
01-Jun-2020,"1,434.87",+1.35,+0.09%,"1,425.70","1,422.28","1,441.58","1,259,254","1,805,182,872.06","66,294,057,292.60"
29-May-2020,"1,433.52",+15.28,+1.08%,"1,420.43","1,415.98","1,436.73","1,852,522","2,646,197,978.60","64,488,874,420.55"
28-May-2020,"1,418.24",-2.04,-0.14%,"1,400.00","1,399.08","1,444.46","1,759,787","2,508,228,493.39","61,842,676,441.95"
27-May-2020,"1,420.28",-1.09,-0.08%,"1,420.00","1,394.60","1,425.35","1,584,185","2,238,760,347.41","64,350,904,935.34"
26-May-2020,"1,421.37",+8.13,+0.58%,"1,441.96","1,419.40","1,445.11","2,229,488","3,192,463,554.76","66,589,665,282.75"
22-May-2020,"1,413.24",+6.49,+0.46%,"1,403.90","1,395.95","1,417.00","1,427,206","2,009,828,130.84","63,397,201,727.99"
21-May-2020,"1,406.75",-2.41,-0.17%,"1,410.99","1,394.39","1,416.46","1,544,976","2,172,532,722.28","61,387,373,597.15"
20-May-2020,"1,409.16",+34.76,+2.53%,"1,389.16","1,387.42","1,412.03","1,913,133","2,687,197,804.63","63,559,906,319.43"
19-May-2020,"1,374.40",-10.78,-0.78%,"1,385.48","1,373.76","1,392.49","1,579,250","2,185,471,746.12","60,872,708,514.80"
18-May-2020,"1,385.18",+12.12,+0.88%,"1,361.58","1,354.20","1,392.76","2,356,449","3,251,095,406.20","63,058,180,260.92"
15-May-2020,"1,373.06",+16.20,+1.19%,"1,348.26","1,339.00","1,374.58","2,077,199","2,827,202,799.10","59,807,084,854.73"
14-May-2020,"1,356.86",+8.53,+0.63%,"1,333.52","1,323.30","1,357.37","1,833,017","2,461,656,309.08","56,979,882,055.62"
